PRIM_STATE,H_MEAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,16.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,27.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,16.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,19.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,23.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,28.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,28.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,31.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,25.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,21.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,23.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,17.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,23.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,20.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,25.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,25.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,17.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,19.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,32.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,21.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,37.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,34.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,81.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,161.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,129.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,103.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,25.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,54.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,55.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,49.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,65.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,41.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,43.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,35.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,22.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,26.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,36.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,24.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,24.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,49.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,32.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,84.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,47.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,45.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,43.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,147.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,164.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,157.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,101.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,110.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,102.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,115.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,89.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,111.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,94.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,111.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,96.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,125.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,122.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,131.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,66.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,33.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,36.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,26.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,26.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,33.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,34.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,26.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,30.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,57.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,17.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,22.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,11.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,16.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,15.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,22.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,16.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,19.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,20.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,21.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,20.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,28.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,25.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,23.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,27.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,35.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,27.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,43.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,14.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,11.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,13.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,13.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,13.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,29.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,24.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,29.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,12.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,20.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,18.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,16.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,17.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,14.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,11.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,13.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,16.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,17.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,20.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,28.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,31.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,30.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,24.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,26.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,20.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,29.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,21.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,19.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,34.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,33.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,16.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,23.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,17.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,27.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,15.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,15.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,11.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,20.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,14.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,23.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,11.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,25.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,16.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,10.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,13.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,13.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,12.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,13.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,11.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,12.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,10.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,10.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,11.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,11.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,11.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,10.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,11.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,13.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,19.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,21.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,12.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,11.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,19.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,17.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,15.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,17.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,17.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,13.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,14.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,16.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,20.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,13.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,12.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,12.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,10.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,11.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,11.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,9.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,21.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,15.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,17.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,23.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,15.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,16.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,12.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,13.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,13.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,11.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,15.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,13.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,11.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,21.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,13.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,14.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,12.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,18.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,20.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,40.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,11.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,15.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,15.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,14.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,22.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,30.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,43.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,19.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,28.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,38.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,29.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,16.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,39.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,19.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,36.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,12.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,20.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,14.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,19.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,27.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,13.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,12.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,17.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,18.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,19.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,19.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,19.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,15.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,18.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,24.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,17.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,18.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,17.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,16.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,20.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,17.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,11.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,16.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,14.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,19.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,18.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,16.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,19.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,14.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,18.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,18.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,20.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,18.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,19.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,20.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,26.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,26.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,24.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,22.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,17.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,17.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,28.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,19.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,16.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,18.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,16.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,17.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,33.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,18.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,14.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,15.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,16.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,15.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,21.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,16.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,16.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,28.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,23.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,14.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,16.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,13.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,13.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,14.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,13.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,18.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,21.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,18.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,15.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,21.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,30.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,28.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,24.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,18.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,20.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,22.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,17.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,15.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,19.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,20.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,17.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,19.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,18.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,20.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,17.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,25.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,19.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,15.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,21.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,18.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,19.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,25.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,21.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,19.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,22.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,24.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,15.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,19.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,15.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,16.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,16.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,15.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,14.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,16.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,24.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,25.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,17.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,26.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,16.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,24.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,21.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,16.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,21.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,21.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,29.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,22.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,18.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,19.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,17.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,18.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,23.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,31.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,17.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,30.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,26.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,26.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,19.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,27.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,28.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,39.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,18.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,19.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,20.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,31.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,22.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,18.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,21.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,23.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,20.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,24.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,20.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,18.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,17.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,15.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,19.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,13.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,22.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,24.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,22.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,23.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,27.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,24.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,22.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,28.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,32.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,24.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,20.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,27.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,16.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,29.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,20.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,19.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,19.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,22.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,15.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,20.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,19.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,29.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,21.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,19.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,18.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
